id;track
9cd992b3-a386-43f6-b79c-b86ec42d6985;183.500000,141.000000,239.920105,329.028952|184.985429,145.951265,239.920105,329.028952|185.804908,148.139746,239.920105,329.028952|183.909870,149.858524,239.920105,329.028952|181.237130,149.860995,239.920105,329.028952|178.739558,148.632618,239.920105,329.028952|176.502055,165.864176,239.920105,329.028952|172.455590,177.026363,239.920105,329.028952|167.681778,184.609718,239.920105,329.028952|139.096183,228.526422,239.920105,329.028952|134.583244,250.563356,239.920105,329.028952|130.262443,263.629323,239.920105,329.028952|127.257799,271.988906,239.920105,329.028952|124.500562,278.899869,239.920105,329.028952
a7e2b4e3-341d-41d9-8938-4068ba494cfd;432.500000,29.000000,154.113395,107.404893|433.985274,27.019708,154.113395,107.404893|433.728946,27.812888,154.113395,107.404893|434.065831,28.415601,154.113395,107.404893|434.527918,29.492961,154.113395,107.404893|435.068729,30.890473,154.113395,107.404893|435.203323,32.010846,154.113395,107.404893|434.861183,32.708614,154.113395,107.404893|434.990593,33.895257,154.113395,107.404893|435.356651,40.197052,154.113395,107.404893|435.688983,43.558011,154.113395,107.404893|435.744056,45.451130,154.113395,107.404893|435.782462,47.075324,154.113395,107.404893|435.948926,48.095636,154.113395,107.404893|435.806655,48.680158,154.113395,107.404893
8984276a-d07f-4db6-ba35-5d4cc3974947;772.000000,224.500000,293.307806,321.024072|772.990670,224.500190,293.307806,321.024072|772.196085,225.580312,293.307806,321.024072|775.248125,226.317390,293.307806,321.024072|776.447829,241.682931,293.307806,321.024072|778.969327,252.730508,293.307806,321.024072|781.681590,260.428914,293.307806,321.024072|783.212859,266.120212,293.307806,321.024072|785.104267,268.604908,293.307806,321.024072|785.801112,271.560065,293.307806,321.024072|785.375033,272.537510,293.307806,321.024072|786.396842,273.770144,293.307806,321.024072|786.215411,275.058503,293.307806,321.024072
ec27b2f2-82c2-4d5c-a0dd-565c03f0b347;464.500000,268.500000,260.409804,211.479765|464.004951,273.450839,260.409804,211.479765|464.003409,278.047178,260.409804,211.479765|464.231834,286.375101,260.409804,211.479765|464.163029,294.036129,260.409804,211.479765|465.898228,303.515295,260.409804,211.479765|467.308576,314.510710,260.409804,211.479765|466.592825,329.468991,260.409804,211.479765|465.856088,340.810960,260.409804,211.479765|466.565573,349.865121,260.409804,211.479765|468.071725,359.728297,260.409804,211.479765|468.853763,368.567220,260.409804,211.479765|468.824900,379.065527,260.409804,211.479765|468.775513,388.642508,260.409804,211.479765|468.307452,398.342771,260.409804,211.479765|468.560576,408.006670,260.409804,211.479765|468.624402,415.758029,260.409804,211.479765|469.025923,424.183767,260.409804,211.479765|469.702073,432.445911,260.409804,211.479765|470.252402,439.873029,260.409804,211.479765|471.042154,446.143861,260.409804,211.479765|471.804228,451.789405,260.409804,211.479765|473.106757,456.011785,260.409804,211.479765
