id;track
eb8df4b5-ec7e-4e9a-b1c2-aba0c9ffb471;464.500000,268.500000|464.004951,273.450581|464.003043,278.036284|464.230913,286.350038|464.162218,294.010330|465.897375,303.495010|467.308316,314.497749|466.592426,329.463501|465.855493,340.809821|466.565291,349.866184|468.071886,359.731017|468.854037,368.570750|468.825075,379.069889|468.775620,388.647189|468.307459,398.347595|468.560606,408.011484|468.624432,415.762559|469.025979,424.188056|469.702158,432.449920|470.252498,439.876711|471.042259,446.147190|471.804332,451.792390|473.106860,456.014433
e3e69f17-5e9c-41b6-a656-a33cd2f5f648;183.500000,141.000000|184.985274,145.950839|185.802069,148.132653|183.907537,149.847790|181.233609,149.850466|178.734544,148.622409|176.496449,165.867537|172.448737,177.035322|167.674030,184.619721|139.082018,228.543883|134.574114,250.577996|130.255655,263.640982|127.252532,271.998220|124.496325,278.907495
d9b45565-7750-4db8-9d77-caec282710b4;432.500000,29.000000|433.985180,27.019779|433.727432,27.812544|434.062690,28.414910|434.524344,29.492079|435.065588,30.890034|435.200776,32.010961|434.858985,32.708982|434.988828,33.895913|435.355192,40.199483|435.687957,43.560490|435.743248,45.453295|435.781809,47.077214|435.948411,48.097233|435.806217,48.681484
8738981f-7192-448a-a243-71cff1081ff7;772.000000,224.500000|772.990469,224.500124|772.195209,225.578774|775.247668,226.315997|776.449317,241.705677|778.974435,252.766930|781.688886,260.465317|783.219314,266.151348|785.110277,268.627950|785.805579,271.577908|785.377702,272.550347|786.399140,273.779744|786.216920,275.065889
